symbol,first_signal_dt,peak_dt,lead_hours,max_profit,signal_count
ACX_USDT,2026-03-04 08:40:00,2026-03-11 15:17:00,174.61666666666667,0.8539130434782608,39
C_USDT,2026-03-07 05:46:00,2026-03-14 07:50:00,170.06666666666666,0.29280446481961336,48
PIXEL_USDT,2026-03-03 13:01:00,2026-03-10 15:19:00,170.3,0.3008761449621663,69
THE_USDT,2026-03-08 07:05:00,2026-03-15 12:40:00,173.58333333333334,0.852377300613497,55
